id_transacao_raw,data_transacao,data_competencia,id_area_raw,id_fornecedor_raw,tipo_transacao,valor_bruto,valor_liquido,moeda,descricao,id_categoria_raw,forma_pagamento,status_pagamento,ingestion_id,ingestion_ts,source_system,source_entity,row_seq,raw_row_hash
TR-00258,2024-08-12,2024-08-01,OP,FORN-00002,RECEITA,2516.267721064686,2516.267721064686,BRL,Certificado digital adquirido por OP,26,BOLETO,PAGO,5abe2500-3a9d-412e-a5c6-b5c2e7713f23,2024-09-05,ERP_CORPORATIVO,TRANSACOES_FINANCEIRAS,258,35655a7350111cae4c8dde41c438d457c9796f1327875c3d11228a703b3ecf2f
TR-00259,2024-08-19,2024-08-01,COMP,FORN-00002,DESPESA,2977.549858046188,2977.549858046188,BRL,Manutenção de equipamentos de COMP,28,PIX,PAGO,5abe2500-3a9d-412e-a5c6-b5c2e7713f23,2024-09-05,ERP_CORPORATIVO,TRANSACOES_FINANCEIRAS,259,c5067b3dabeb7c19db417ee3035f30030ae10088ef2b28ad32a8638061eebc58
TR-00260,2024-08-12,2024-08-01,COMP,FORN-00002,DESPESA,2605.70711501495,2605.70711501495,BRL,Tributo incidente sobre receita de COMP,40,TED,PAGO,5abe2500-3a9d-412e-a5c6-b5c2e7713f23,2024-09-05,ERP_CORPORATIVO,TRANSACOES_FINANCEIRAS,260,ef5c13fb112c8de3fb22df82ecace41abe0ea468841795240a5b56387e81dc9e
TR-00261,2024-08-20,2024-08-01,TI,FORN-00002,DESPESA,2303.46509748955,2303.46509748955,BRL,Despesa de infraestrutura - TI,3,BOLETO,PAGO,5abe2500-3a9d-412e-a5c6-b5c2e7713f23,2024-09-05,ERP_CORPORATIVO,TRANSACOES_FINANCEIRAS,261,fa30711ec205c17d6757fbd5fd01fd0bae5bcc9ab5a10ea6d79f6badddba14dd
TR-00262,2024-08-26,2024-08-01,CTB,FORN-00002,RECEITA,2212.8039114168528,2212.8039114168528,BRL,Serviço especializado solicitado por CTB,1,PIX,ATRASADO,5abe2500-3a9d-412e-a5c6-b5c2e7713f23,2024-09-05,ERP_CORPORATIVO,TRANSACOES_FINANCEIRAS,262,c4f251931b848855e4dbc66d93973ca19d876cf1ed48e0dcd8fd200477c269f4
TR-00263,2024-08-26,2024-08-01,LOG,FORN-00002,DESPESA,2723.959777829276,2641.7251253420536,BRL,Alienação de bem patrimonial - LOG,35,BOLETO,PAGO,5abe2500-3a9d-412e-a5c6-b5c2e7713f23,2024-09-05,ERP_CORPORATIVO,TRANSACOES_FINANCEIRAS,263,fe2ed0fecfcdd6447e2fd618c70522955dbd8c04aab10db00c6b26d49b9ae562
TR-00264,2024-08-06,2024-08-01,TI,FORN-00002,DESPESA,3191.0997978786636,3191.0997978786636,BRL,Custo operacional associado a TI,8,PIX,PAGO,5abe2500-3a9d-412e-a5c6-b5c2e7713f23,2024-09-05,ERP_CORPORATIVO,TRANSACOES_FINANCEIRAS,264,7fbe9e7cc9633dbfae1a8b3d6b14ed9901ed690ec695ab696f8d7932914b0abe
TR-00265,2024-08-19,2024-08-01,CPT,FORN-00002,DESPESA,3178.547449497238,3034.7889118375533,BRL,Serviço especializado solicitado por CPT,1,CARTAO,PAGO,5abe2500-3a9d-412e-a5c6-b5c2e7713f23,2024-09-05,ERP_CORPORATIVO,TRANSACOES_FINANCEIRAS,265,c92742bf25f9d336a9eb29317b6ee01a6ea620a1b71162fb92bf98840986741b
TR-00266,2024-08-20,2024-08-01,TI,FORN-00002,DESPESA,3096.585340785286,3024.150284595174,BRL,Certificado digital adquirido por TI,26,TED,PAGO,5abe2500-3a9d-412e-a5c6-b5c2e7713f23,2024-09-05,ERP_CORPORATIVO,TRANSACOES_FINANCEIRAS,266,08b436dcebad4aa633a16580cb1073eeff4dcf3ff8707fb8d462db2f1b4f6735
TR-00267,2024-08-09,2024-08-01,CTB,FORN-00002,RECEITA,2966.2146656727023,2966.2146656727023,BRL,Combustível e lubrificantes para frota (CTB),16,TED,PAGO,5abe2500-3a9d-412e-a5c6-b5c2e7713f23,2024-09-05,ERP_CORPORATIVO,TRANSACOES_FINANCEIRAS,267,6efb2ae9f2086ea395cb9b45a4d9d1d9060fdae3ba6bb95c795d9614cabc2980
TR-00268,2024-08-06,2024-08-01,OP,FORN-00002,DESPESA,2817.9846658559077,2817.9846658559077,BRL,Manutenção predial solicitada por OP,10,BOLETO,ATRASADO,5abe2500-3a9d-412e-a5c6-b5c2e7713f23,2024-09-05,ERP_CORPORATIVO,TRANSACOES_FINANCEIRAS,268,16004a003175372888e66917a70864cf19492d7fc08dcbc16f1c7455561fc7ff
TR-00269,2024-08-07,2024-08-01,MKT,FORN-00002,RECEITA,3063.2667591130685,3063.2667591130685,BRL,Receita eventual registrada em MKT,37,PIX,PAGO,5abe2500-3a9d-412e-a5c6-b5c2e7713f23,2024-09-05,ERP_CORPORATIVO,TRANSACOES_FINANCEIRAS,269,452af0a644ce09bcbf657ead5de9c49c286f76f4a870fc8a496622d17c1192fc
TR-00270,2024-08-15,2024-08-01,ESG,FORN-00002,DESPESA,2232.6670796211324,2232.6670796211324,BRL,Licenciamento de software - ESG,5,BOLETO,CANCELADO,5abe2500-3a9d-412e-a5c6-b5c2e7713f23,2024-09-05,ERP_CORPORATIVO,TRANSACOES_FINANCEIRAS,270,91afe40174cd1084aea533a2ead75454838532b8c8c8f52f9ccb65e993786eaf
TR-00271,2024-08-23,2024-08-01,COM,FORN-00002,RECEITA,3013.988539611053,3013.988539611053,BRL,Reparo de hardware solicitado por COM,28,PIX,PAGO,5abe2500-3a9d-412e-a5c6-b5c2e7713f23,2024-09-05,ERP_CORPORATIVO,TRANSACOES_FINANCEIRAS,271,8eaab72c1b88f067c471320b64118e2362208788559ec619b043b0d68d9635ee
TR-00272,2024-08-12,2024-08-01,RH,FORN-00002,RECEITA,2440.456202463424,2369.7904577194377,BRL,Serviço de tecnologia contratado por RH,5,BOLETO,PAGO,5abe2500-3a9d-412e-a5c6-b5c2e7713f23,2024-09-05,ERP_CORPORATIVO,TRANSACOES_FINANCEIRAS,272,ef32b41212963c14733b75037d12973e957c3aef2692c0212ab01d2fc257da5d
TR-00273,2024-08-08,2024-08-01,OP,FORN-00002,DESPESA,2491.8195851113637,2491.8195851113637,BRL,Licenciamento de software - OP,5,CARTAO,PAGO,5abe2500-3a9d-412e-a5c6-b5c2e7713f23,2024-09-05,ERP_CORPORATIVO,TRANSACOES_FINANCEIRAS,273,1c3649e416608a58993a828d8916aa0c64eae9486413adb6211ba5611f303d43
TR-00274,2024-08-19,2024-08-01,OP,FORN-00002,RECEITA,2926.6859912116806,2787.0119030862784,BRL,Prestação de serviço para área OP,1,PIX,PAGO,5abe2500-3a9d-412e-a5c6-b5c2e7713f23,2024-09-05,ERP_CORPORATIVO,TRANSACOES_FINANCEIRAS,274,b7bfcf672d65601b67d3734406e20363708f378219954049631a43ed4d5361e6
TR-00275,2024-08-13,2024-08-01,PRD,FORN-00002,RECEITA,854.6417430099065,854.6417430099065,BRL,Licença de software para área PRD,27,TED,PAGO,5abe2500-3a9d-412e-a5c6-b5c2e7713f23,2024-09-05,ERP_CORPORATIVO,TRANSACOES_FINANCEIRAS,275,94877a3ee1673fa48f6443acd2ea0a22b7598faca5e14611a45ba02cc24b482f
TR-00533,2024-08-16,2024-08-01,QAS,1000004,RECEITA,2942.856435920358,2942.856435920358,BRL,Participação nos resultados vinculada a QAS,34,PIX,ATRASADO,5abe2500-3a9d-412e-a5c6-b5c2e7713f23,2024-09-05,ERP_CORPORATIVO,TRANSACOES_FINANCEIRAS,533,d69de07c76da925ead50f0999b4b564eb793757a2e589d481dcc2bb909457c7b
TR-00534,2024-08-09,2024-08-01,COMP,1000004,DESPESA,3006.729207809,3006.729207809,BRL,Honorários profissionais contratados por COMP,11,CARTAO,PAGO,5abe2500-3a9d-412e-a5c6-b5c2e7713f23,2024-09-05,ERP_CORPORATIVO,TRANSACOES_FINANCEIRAS,534,ab97fcca6dc384c24a5c77f0528d38b66d8f5cf054743e3348a9cfbb34c118cc
TR-00535,2024-08-12,2024-08-01,PES,1000004,DESPESA,3163.003590243242,3163.003590243242,BRL,Despesa de infraestrutura - PES,3,TRANSFERENCIA,PAGO,5abe2500-3a9d-412e-a5c6-b5c2e7713f23,2024-09-05,ERP_CORPORATIVO,TRANSACOES_FINANCEIRAS,535,653a9b3991af1ae5f232b923d58854ff4e09e44753817faf681a76d6d1c8e66f
TR-00536,2024-08-05,2024-08-01,COMP,1000004,DESPESA,3786.125935293027,3786.125935293027,BRL,Honorarium advocatício - COMP,24,PIX,PAGO,5abe2500-3a9d-412e-a5c6-b5c2e7713f23,2024-09-05,ERP_CORPORATIVO,TRANSACOES_FINANCEIRAS,536,f40dd1f7817e6e33fed0460a30b390c360e5b167c05e76d3ed695f069ca70dad
TR-00537,2024-08-14,2024-08-01,OP,1000004,DESPESA,4617.102067217014,4617.102067217014,BRL,Serviço especializado solicitado por OP,1,CARTAO,PAGO,5abe2500-3a9d-412e-a5c6-b5c2e7713f23,2024-09-05,ERP_CORPORATIVO,TRANSACOES_FINANCEIRAS,537,1f06a33ebcbbf884163b3900238f977a63f607bf1219499a48dd339d361f3ea7
TR-00538,2024-08-12,2024-08-01,FIN,1000004,DESPESA,3121.0950729256233,3121.0950729256233,BRL,Participação nos resultados vinculada a FIN,34,PIX,PAGO,5abe2500-3a9d-412e-a5c6-b5c2e7713f23,2024-09-05,ERP_CORPORATIVO,TRANSACOES_FINANCEIRAS,538,8939ab96eacfef8e9530c3b3ffad52fabb3e35d7150915f9f51e869392808ede
TR-00539,2024-08-22,2024-08-01,QAS,1000004,DESPESA,3065.654792083943,2942.743586506373,BRL,Compra de insumos para setor QAS,2,PIX,PAGO,5abe2500-3a9d-412e-a5c6-b5c2e7713f23,2024-09-05,ERP_CORPORATIVO,TRANSACOES_FINANCEIRAS,539,b42150072eb436f701eaf0805910ee8f1880e331fea3a7139ee52d3b82876126
TR-00540,2024-08-22,2024-08-01,OP,1000004,DESPESA,2985.201356173164,2985.201356173164,BRL,Honorários jurídicos - OP,7,TED,PAGO,5abe2500-3a9d-412e-a5c6-b5c2e7713f23,2024-09-05,ERP_CORPORATIVO,TRANSACOES_FINANCEIRAS,540,e84527dd1d63b19e0319d3adf6be841217bb5437008a9a7415cf79f62305b96d
TR-00541,2024-08-05,2024-08-01,COMP,1000004,DESPESA,3509.7522974930203,3509.7522974930203,BRL,Serviço relacionado a recursos humanos (COMP),6,TED,PAGO,5abe2500-3a9d-412e-a5c6-b5c2e7713f23,2024-09-05,ERP_CORPORATIVO,TRANSACOES_FINANCEIRAS,541,baa3cfe1174cb5e709c4174b1239631cabe18d95a478b8d066fb3e99acafe062
TR-00542,2024-08-20,2024-08-01,COMP,1000004,RECEITA,3472.547980220252,3338.354194565527,EUR,Licenciamento de software - COMP,5,PIX,PAGO,5abe2500-3a9d-412e-a5c6-b5c2e7713f23,2024-09-05,ERP_CORPORATIVO,TRANSACOES_FINANCEIRAS,542,a7bd23c1eb90db193d998e5c1872684ce55ecbad174e6682d455f4270fa5f669
TR-00785,2024-08-12,2024-08-01,RH,FORN-00006,RECEITA,2012.6492895367494,2012.6492895367494,BRL,Venda de ativo imobilizado por RH,35,BOLETO,ATRASADO,5abe2500-3a9d-412e-a5c6-b5c2e7713f23,2024-09-05,ERP_CORPORATIVO,TRANSACOES_FINANCEIRAS,785,19a6e3fa89e8eeebc875a29a309d478a6ad71794925dfcf01ff5a92584ac774b
TR-00786,2024-08-12,2024-08-01,FIN,FORN-00006,DESPESA,1576.1851252496863,1576.1851252496863,BRL,Imposto sobre venda apurado em FIN,40,BOLETO,PAGO,5abe2500-3a9d-412e-a5c6-b5c2e7713f23,2024-09-05,ERP_CORPORATIVO,TRANSACOES_FINANCEIRAS,786,d590c35b52287952aa9c539c511d48ec670a82a5a44288bdf40a454af2974ac0
TR-00787,2024-08-26,2024-08-01,PRD,FORN-00006,RECEITA,1782.9184792132955,1782.9184792132955,BRL,Compra de insumos para setor PRD,2,TRANSFERENCIA,ATRASADO,5abe2500-3a9d-412e-a5c6-b5c2e7713f23,2024-09-05,ERP_CORPORATIVO,TRANSACOES_FINANCEIRAS,787,366733071569fd5d2b0582dca36fd6ca08082711b0348e522749ae3bd7cd55e3
TR-00788,2024-08-14,2024-08-01,VND,FORN-00006,RECEITA,1845.263867185734,1845.263867185734,BRL,Serviço especializado solicitado por VND,1,CARTAO,PAGO,5abe2500-3a9d-412e-a5c6-b5c2e7713f23,2024-09-05,ERP_CORPORATIVO,TRANSACOES_FINANCEIRAS,788,ace7f8d6f1616925c0292a63ee6b617ce7c1cd305a0321ef81e2bbf00e0cd42c
TR-00789,2024-08-26,2024-08-01,VND,FORN-00006,DESPESA,1950.9462417905968,1950.9462417905968,USD,Diária de hotel para equipe VND,19,BOLETO,PAGO,5abe2500-3a9d-412e-a5c6-b5c2e7713f23,2024-09-05,ERP_CORPORATIVO,TRANSACOES_FINANCEIRAS,789,c506dd664a4243e5eebb786e01edf4217b0f9a26c8431be8a313f7b3f5769f51
TR-00790,2024-08-28,2024-08-01,FIN,FORN-00006,RECEITA,1813.371584816883,1813.371584816883,BRL,Despesa de infraestrutura - FIN,3,TED,PAGO,5abe2500-3a9d-412e-a5c6-b5c2e7713f23,2024-09-05,ERP_CORPORATIVO,TRANSACOES_FINANCEIRAS,790,60e20b50af875012487cb083c7fcc6df43aed1eaf7203a950fb2f63370edee9a
TR-00791,2024-08-13,2024-08-01,OP,FORN-00006,DESPESA,1964.072055633762,1964.072055633762,BRL,Certificado digital adquirido por OP,26,TED,CANCELADO,5abe2500-3a9d-412e-a5c6-b5c2e7713f23,2024-09-05,ERP_CORPORATIVO,TRANSACOES_FINANCEIRAS,791,28578838b950f2b3d4163501172628ae6e8ace3451214a246f13ade09c9e8f30
TR-00792,2024-08-12,2024-08-01,MKT,FORN-00006,RECEITA,1802.7370247719175,1802.7370247719175,BRL,Manutenção de equipamentos de MKT,28,PIX,ATRASADO,5abe2500-3a9d-412e-a5c6-b5c2e7713f23,2024-09-05,ERP_CORPORATIVO,TRANSACOES_FINANCEIRAS,792,97110a47133c78be347ac14501a222f5d2548f6bb828eab2e8efa43f6af3d78a
TR-00793,2024-08-12,2024-08-01,RH,FORN-00006,DESPESA,1930.0770169834418,1930.0770169834418,BRL,Manutenção estrutural vinculada à área RH,3,TRANSFERENCIA,PAGO,5abe2500-3a9d-412e-a5c6-b5c2e7713f23,2024-09-05,ERP_CORPORATIVO,TRANSACOES_FINANCEIRAS,793,64aaddeb48fc7d4680e6d583281e596a54d7ca80b6961112db3833fd5f7a58de
TR-00794,2024-08-15,2024-08-01,OP,FORN-00006,DESPESA,1583.4344101817553,1583.4344101817553,USD,Licença de software para área OP,27,TED,PAGO,5abe2500-3a9d-412e-a5c6-b5c2e7713f23,2024-09-05,ERP_CORPORATIVO,TRANSACOES_FINANCEIRAS,794,21306d39987c4e6fcf4604eb93892308deb6e3faafd547e7c114c30ad5c283e9
TR-00795,2024-08-12,2024-08-01,ESG,FORN-00006,DESPESA,1810.8267773746127,1779.2748884293442,BRL,Reparo e conservação de instalações - ESG,10,TED,ATRASADO,5abe2500-3a9d-412e-a5c6-b5c2e7713f23,2024-09-05,ERP_CORPORATIVO,TRANSACOES_FINANCEIRAS,795,f0f4cada83c7f64b9d10504dff889a6d60e5de0a283f6353d06d11c43a0f42a1
TR-00796,2024-08-12,2024-08-01,PES,FORN-00006,RECEITA,1115.1091453064564,1115.1091453064564,BRL,Participação nos resultados vinculada a PES,34,TRANSFERENCIA,PAGO,5abe2500-3a9d-412e-a5c6-b5c2e7713f23,2024-09-05,ERP_CORPORATIVO,TRANSACOES_FINANCEIRAS,796,c5e3349a6e02ad36fcd1d5c7345377f8b1b882317a76e06985b8e8595ab56645
TR-00797,2024-08-20,2024-08-01,COMP,FORN-00006,RECEITA,2090.6842608642337,2090.6842608642337,BRL,Receita de comissão comercial - COMP,33,TRANSFERENCIA,PAGO,5abe2500-3a9d-412e-a5c6-b5c2e7713f23,2024-09-05,ERP_CORPORATIVO,TRANSACOES_FINANCEIRAS,797,5e4739eee748e035dfee245250f5a3d11fd7cdc57203868b7181994e0d292c63
