id_transacao_raw,data_transacao,data_competencia,id_area_raw,id_fornecedor_raw,tipo_transacao,valor_bruto,valor_liquido,moeda,descricao,id_categoria_raw,forma_pagamento,status_pagamento,ingestion_id,ingestion_ts,source_system,source_entity,row_seq,raw_row_hash
TR-00016,13/12/2024,2024-12-01,COM,1000000,DESPESA,"R$ 4.582,17","R$ 4.582,17",BRL,Reparo e conservação de instalações - COM,10,BOLETO,ATRASADO,727706f8-147b-4c84-9b51-57fd3d498382,2025-01-05,ERP_CORPORATIVO,TRANSACOES_FINANCEIRAS,16,d14efc0ac8bdea5c67be9ad4d7e2284554b92f5173520f748782269ad906effc
TR-00017,16/12/2024,2024-12-01,PES,1000000,DESPESA,3637,"3.637,06",BRL,Despesa de infraestrutura - PES,3,TRANSFERENCIA,PAGO,727706f8-147b-4c84-9b51-57fd3d498382,2025-01-05,ERP_CORPORATIVO,TRANSACOES_FINANCEIRAS,17,b664bdb6694c477e517ed23bed7911578f90ca8fc8b479b13bce219d8ff4f571
TR-00018,12-19-2024,2024-12-01,COM,1000000,DESPESA,"R$ 4.182,81",4182.81,BRL,Passagem aérea para colaborador de COM,18,TRANSFERENCIA,ATRASADO,727706f8-147b-4c84-9b51-57fd3d498382,2025-01-05,ERP_CORPORATIVO,TRANSACOES_FINANCEIRAS,18,5b4fe518484c93fd3c2d418456f4f78505fa40c8173b10d92b236807be2288a0
TR-00019,12-03-2024,2024-12-01,OP,1000000,DESPESA,"R$4266,63",4206,BRL,Investimento em marketing corporativo (OP),4,TRANSFERENCIA,PAGO,727706f8-147b-4c84-9b51-57fd3d498382,2025-01-05,ERP_CORPORATIVO,TRANSACOES_FINANCEIRAS,19,003ce6030efe23606790a124c92e0d628918f9197d50ea5d90d15f3312a2564b
TR-00020,2024-12-17,2024-12-01,PRD,1000000,DESPESA,"R$4027,44",4027,BRL,Prestação de serviço para área PRD,1,PIX,PAGO,727706f8-147b-4c84-9b51-57fd3d498382,2025-01-05,ERP_CORPORATIVO,TRANSACOES_FINANCEIRAS,20,9c034867a19cee17c993e3db26c9c97a75a59ab7da854299a828c395f52a0922
TR-00021,2024/12/23,2024-12-01,TI,1000000,DESPESA,"3.839,89",3705,BRL,Produção de material gráfico - TI,15,TED,PAGO,727706f8-147b-4c84-9b51-57fd3d498382,2025-01-05,ERP_CORPORATIVO,TRANSACOES_FINANCEIRAS,21,414cfeaabc0a21ff80838d6b1bafe619a8312db7d510d95b3b16357fc85e1ff1
TR-00022,2024-12-19,2024-12-01,QAS,1000000,DESPESA,9.058,8908.74,BRL,Atendimento de TI requisitado por QAS,29,TRANSFERENCIA,ATRASADO,727706f8-147b-4c84-9b51-57fd3d498382,2025-01-05,ERP_CORPORATIVO,TRANSACOES_FINANCEIRAS,22,7bea0104c9f3094723db493f6a734c895fa9694eeb937ee212ad9b10c77d1e8b
TR-00023,13-12-2024,2024-12-01,QAS,1000000,RECEITA,4880,4.880,BRL,Viagem corporativa - QAS,18,TED,PAGO,727706f8-147b-4c84-9b51-57fd3d498382,2025-01-05,ERP_CORPORATIVO,TRANSACOES_FINANCEIRAS,23,7736462caaecbe1ebc21a96feede405611e30578b9875aae8dac5c196c2ad5a0
TR-00024,09-12-2024,2024-12-01,JUR,1000000,RECEITA,4065,"R$ 3.988,76",BRL,Licenciamento de software - JUR,5,PIX,ATRASADO,727706f8-147b-4c84-9b51-57fd3d498382,2025-01-05,ERP_CORPORATIVO,TRANSACOES_FINANCEIRAS,24,44787d7d07dee21e960d8e9e3ab752e5eab36d6d9f14f3ea7a2d6ed4c8a2e438
TR-00025,19/12/2024,2024-12-01,JUR,1000000,RECEITA,3.911,"R$ 3.910,61",BRL,Estorno de receita - JUR,39,PIX,PAGO,727706f8-147b-4c84-9b51-57fd3d498382,2025-01-05,ERP_CORPORATIVO,TRANSACOES_FINANCEIRAS,25,f0566b9c5a3d511d3735a902c7bfe7e3173a9cb0b2c3a967e503565a8b053904
TR-00026,13-12-2024,2024-12-01,PJT,1000000,DESPESA,4.990,"R$ 4.752,97",BRL,Assessoria contábil prestada a PJT,25,TRANSFERENCIA,PAGO,727706f8-147b-4c84-9b51-57fd3d498382,2025-01-05,ERP_CORPORATIVO,TRANSACOES_FINANCEIRAS,26,ebffb8bcb020363dbf7e8b1c2d590c850c29b7996fff8689f302acfae6717d9a
