id_transacao_raw,data_transacao,data_competencia,id_area_raw,id_fornecedor_raw,tipo_transacao,valor_bruto,valor_liquido,moeda,descricao,id_categoria_raw,forma_pagamento,status_pagamento,ingestion_id,ingestion_ts,source_system,source_entity,row_seq,raw_row_hash
TR-00063,2025-05-21,2025-05-01,ATD,1000000,RECEITA,4005.2825899319682,4005.2825899319682,BRL,Compra de insumos para setor ATD,2,BOLETO,PAGO,d3c8e6a9-76a9-42ce-8a20-8a85a0c4b17e,2025-06-05,ERP_CORPORATIVO,TRANSACOES_FINANCEIRAS,63,0b641388e42519657c6fd53235c116581251eb91f3cc273910b1f72fbb84dbac
TR-00064,2025-05-05,2025-05-01,FIN,1000000,DESPESA,5000.49223586601,5000.49223586601,BRL,Hospedagem em viagem a serviço de FIN,19,PIX,PAGO,d3c8e6a9-76a9-42ce-8a20-8a85a0c4b17e,2025-06-05,ERP_CORPORATIVO,TRANSACOES_FINANCEIRAS,64,7a230a918afbef91905c7a6a06b486bbb7418cabb47aef46954c094f34f48eb1
TR-00065,2025-05-12,2025-05-01,FIN,1000000,RECEITA,4071.461725078116,4071.461725078116,BRL,Serviço especializado solicitado por FIN,1,PIX,ATRASADO,d3c8e6a9-76a9-42ce-8a20-8a85a0c4b17e,2025-06-05,ERP_CORPORATIVO,TRANSACOES_FINANCEIRAS,65,375ad61020f567f7af5046369d455c434ba1a32f5ce1bdbe0405157a4f87fa57
TR-00066,2025-05-15,2025-05-01,ATD,1000000,RECEITA,3519.4095408799167,3519.4095408799167,BRL,Contrato de serviço - setor ATD,1,TRANSFERENCIA,PAGO,d3c8e6a9-76a9-42ce-8a20-8a85a0c4b17e,2025-06-05,ERP_CORPORATIVO,TRANSACOES_FINANCEIRAS,66,363f88f810b9926a88126ec69328ffcac0639237933bbe1d906abb22bd6c61dc
TR-00067,2025-05-19,2025-05-01,VND,1000000,DESPESA,4170.171808577048,4170.171808577048,BRL,Prestação de serviço para área VND,1,BOLETO,PAGO,d3c8e6a9-76a9-42ce-8a20-8a85a0c4b17e,2025-06-05,ERP_CORPORATIVO,TRANSACOES_FINANCEIRAS,67,f84950be87934aa2f4c7fbc9fb4f0f8b262cec281472fc28aba5435beef503d2
TR-00068,2025-05-08,2025-05-01,COM,1000000,RECEITA,4466.686699876412,4466.686699876412,BRL,Suporte técnico para sistemas de COM,29,BOLETO,PAGO,d3c8e6a9-76a9-42ce-8a20-8a85a0c4b17e,2025-06-05,ERP_CORPORATIVO,TRANSACOES_FINANCEIRAS,68,b9f22b1173b72d2254a963c5d589f6ea40c1a2804d2f9bf6429f6028834ce90c
TR-00069,2025-05-26,2025-05-01,MKT,1000000,DESPESA,4869.809631259392,4869.809631259392,BRL,Serviço especializado solicitado por MKT,1,BOLETO,PAGO,d3c8e6a9-76a9-42ce-8a20-8a85a0c4b17e,2025-06-05,ERP_CORPORATIVO,TRANSACOES_FINANCEIRAS,69,ba4cee98e317c574e4a0027ea7f69f2913fa47b93280ba5b3a882d245b44b4d7
TR-00070,2025-05-19,2025-05-01,ATD,1000000,DESPESA,3745.561635336743,3745.561635336743,BRL,Despesa de RH - ATD,6,BOLETO,PAGO,d3c8e6a9-76a9-42ce-8a20-8a85a0c4b17e,2025-06-05,ERP_CORPORATIVO,TRANSACOES_FINANCEIRAS,70,e2f245b9587d97ca41253b96f585f39ab0518e2a1497ed093aa8d95b8caaffa4
TR-00071,2025-05-05,2025-05-01,RH,1000000,DESPESA,3475.521343839623,3475.521343839623,BRL,Reparo e conservação de instalações - RH,10,PIX,PAGO,d3c8e6a9-76a9-42ce-8a20-8a85a0c4b17e,2025-06-05,ERP_CORPORATIVO,TRANSACOES_FINANCEIRAS,71,c8ca6f030847e3e3607505aedc2e06d9bb226bfee4c90630666875f06b8b518c
TR-00072,2025-05-14,2025-05-01,TI,1000000,RECEITA,4348.617770443359,4348.617770443359,BRL,Prestação de serviço para área TI,1,BOLETO,CANCELADO,d3c8e6a9-76a9-42ce-8a20-8a85a0c4b17e,2025-06-05,ERP_CORPORATIVO,TRANSACOES_FINANCEIRAS,72,808508ac9ecc4ef09419de8e043692b8e360343e0a6a4a0892040a5204b9b5fa
