id_transacao_raw,data_transacao,data_competencia,id_area_raw,id_fornecedor_raw,tipo_transacao,valor_bruto,valor_liquido,moeda,descricao,id_categoria_raw,forma_pagamento,status_pagamento,ingestion_id,ingestion_ts,source_system,source_entity,row_seq,raw_row_hash
TR-00276,2024-09-27,2024-09-01,COMP,FORN-00002,RECEITA,2568.4809737465343,2568.4809737465343,BRL,Serviço especializado solicitado por COMP,1,BOLETO,PAGO,22c918b1-dd0d-450a-8cc0-2d622c594d0f,2024-10-05,ERP_CORPORATIVO,TRANSACOES_FINANCEIRAS,276,fe118d0bbd02995ceb11359f9755c86a09f68265ba112ce6032158c1fa07a53a
TR-00277,2024-09-16,2024-09-01,CPT,FORN-00002,DESPESA,2912.1883299703095,2912.1883299703095,BRL,Serviço relacionado a recursos humanos (CPT),6,TED,PAGO,22c918b1-dd0d-450a-8cc0-2d622c594d0f,2024-10-05,ERP_CORPORATIVO,TRANSACOES_FINANCEIRAS,277,b4b762fc7cec3144763eeb8a45d7fcddeac035a064c17bdbc9beff601bb707d4
TR-00278,2024-09-02,2024-09-01,FIN,FORN-00002,DESPESA,2888.0418138772648,2888.0418138772648,BRL,Prestação de serviço para área FIN,1,CARTAO,PAGO,22c918b1-dd0d-450a-8cc0-2d622c594d0f,2024-10-05,ERP_CORPORATIVO,TRANSACOES_FINANCEIRAS,278,a56a7a289f5ecc2b84c5099cd82f4bd56ea83126fd9e986292812ca879e6564f
TR-00279,2024-09-19,2024-09-01,QAS,FORN-00002,RECEITA,2646.4543923613946,2576.6823409102644,BRL,Hospedagem em viagem a serviço de QAS,19,TRANSFERENCIA,PAGO,22c918b1-dd0d-450a-8cc0-2d622c594d0f,2024-10-05,ERP_CORPORATIVO,TRANSACOES_FINANCEIRAS,279,820fcc709eec28a227fc2673cb37e22615502d75e20e673c200800e626628d01
TR-00280,2024-09-24,2024-09-01,COMP,FORN-00002,DESPESA,2772.281401760714,2772.281401760714,BRL,Licenciamento de software - COMP,5,TED,PAGO,22c918b1-dd0d-450a-8cc0-2d622c594d0f,2024-10-05,ERP_CORPORATIVO,TRANSACOES_FINANCEIRAS,280,43d287dde35cae6385f06c3087221f9d9d15e1264c5fc2d53d08f980474d06d9
TR-00281,2024-09-19,2024-09-01,COMP,FORN-00002,DESPESA,1586.3830009147048,1540.6038509395328,BRL,Serviço especializado solicitado por COMP,1,CARTAO,PAGO,22c918b1-dd0d-450a-8cc0-2d622c594d0f,2024-10-05,ERP_CORPORATIVO,TRANSACOES_FINANCEIRAS,281,1fac43e1b2be347da14601fef211202066dd6f0ec4bf8d863f0e146829d02988
TR-00282,2024-09-11,2024-09-01,TI,FORN-00002,DESPESA,2654.1612810656725,2622.687916432729,BRL,Manutenção estrutural vinculada à área TI,3,PIX,PAGO,22c918b1-dd0d-450a-8cc0-2d622c594d0f,2024-10-05,ERP_CORPORATIVO,TRANSACOES_FINANCEIRAS,282,096ca865e0d5902658fc493bf3a1e611cb411fda4f9b90b06965f680cc196395
TR-00283,2024-09-23,2024-09-01,COM,FORN-00002,RECEITA,4691.6045450548945,4654.910533386558,BRL,Honorários profissionais contratados por COM,11,CARTAO,PAGO,22c918b1-dd0d-450a-8cc0-2d622c594d0f,2024-10-05,ERP_CORPORATIVO,TRANSACOES_FINANCEIRAS,283,06750e7c170ac300b7247ad1c65bbdacc23c28e3f82c6f075976d85df3f813ad
TR-00284,2024-09-16,2024-09-01,MKT,FORN-00002,DESPESA,2771.2160198659844,2771.2160198659844,BRL,Despesa de infraestrutura - MKT,3,PIX,PAGO,22c918b1-dd0d-450a-8cc0-2d622c594d0f,2024-10-05,ERP_CORPORATIVO,TRANSACOES_FINANCEIRAS,284,d716236f7cfeae2f1efd4d605bec5c402accda36dd75453e91c362783b5293b6
TR-00285,2024-09-16,2024-09-01,COMP,FORN-00002,DESPESA,2680.4646766493165,2680.4646766493165,BRL,Licenciamento de software - COMP,5,TED,PAGO,22c918b1-dd0d-450a-8cc0-2d622c594d0f,2024-10-05,ERP_CORPORATIVO,TRANSACOES_FINANCEIRAS,285,9377605b848c024918de83a069d0200900bd17ddfa27959f081654b325d4612d
