id_transacao_raw,data_transacao,data_competencia,id_area_raw,id_fornecedor_raw,tipo_transacao,valor_bruto,valor_liquido,moeda,descricao,id_categoria_raw,forma_pagamento,status_pagamento,ingestion_id,ingestion_ts,source_system,source_entity,row_seq,raw_row_hash
TR-00088,26/08/25,2025-08-01,COMP,1000000,RECEITA,3796.62,3797,BRL,Manutenção predial solicitada por COMP,10,BOLETO,PAGO,158bb200-3c19-4a30-8ba9-93beed6d8ee5,2025-09-05,ERP_CORPORATIVO,TRANSACOES_FINANCEIRAS,88,f2afc9672426d3d8bb9f154d4378d083db2fdf90a585b4655deaaff0813c2e85
TR-00089,15-08-2025,2025-08-01,ESG,1000000,DESPESA,4097,"4.096,84",BRL,Manutenção estrutural vinculada à área ESG,3,PIX,PAGO,158bb200-3c19-4a30-8ba9-93beed6d8ee5,2025-09-05,ERP_CORPORATIVO,TRANSACOES_FINANCEIRAS,89,3f77fa160ee5a4c1f344060fa86b68a0f61ccad5440272b30ee8f8c85a6a06de
TR-00091,26/08/2025,2025-08-01,MKT,1000000,DESPESA,"R$ 4.433,88",4280,BRL,Receita de comissão comercial - MKT,33,TED,PAGO,158bb200-3c19-4a30-8ba9-93beed6d8ee5,2025-09-05,ERP_CORPORATIVO,TRANSACOES_FINANCEIRAS,91,70c0795c036e86691a8ba499189f88f399234be49569f82a3efd8260abf8e73e
TR-00092,20/08/2025,2025-08-01,MKT,1000000,DESPESA,"R$ 4.450,53",4451,BRL,Despesa de infraestrutura - MKT,3,PIX,PAGO,158bb200-3c19-4a30-8ba9-93beed6d8ee5,2025-09-05,ERP_CORPORATIVO,TRANSACOES_FINANCEIRAS,92,41dfd21b6449ead326f116b2d405c1315dce32f4d8956fba4ac3fe6616daaf73
TR-00093,12-08-2025,2025-08-01,PRD,1000000,DESPESA,"R$4123,46","4.123,46",BRL,Serviço de tecnologia contratado por PRD,5,BOLETO,PAGO,158bb200-3c19-4a30-8ba9-93beed6d8ee5,2025-09-05,ERP_CORPORATIVO,TRANSACOES_FINANCEIRAS,93,92f1edcf1bb60115d4960532c8967f701a0912cb48d640f4b24b19a2efc488d1
TR-00094,11/08/25,2025-08-01,FIN,1000000,DESPESA,"R$4282,36","R$4101,74",BRL,Licenciamento de software - FIN,5,CARTAO,PAGO,158bb200-3c19-4a30-8ba9-93beed6d8ee5,2025-09-05,ERP_CORPORATIVO,TRANSACOES_FINANCEIRAS,94,12e38514d979b8e2a473a2cb30e7bd2fd3f72b6a974a8f6a09d67898c3e0d5b7
TR-00095,04/08/25,2025-08-01,CPT,1000000,DESPESA,4548,"R$ 4.446,29",BRL,Venda de ativo imobilizado por CPT,35,PIX,CANCELADO,158bb200-3c19-4a30-8ba9-93beed6d8ee5,2025-09-05,ERP_CORPORATIVO,TRANSACOES_FINANCEIRAS,95,fc833701242b1be14c34d2653abf8930f45f35cd3313ab1a9006131347d1d2bc
TR-00096,2025-08-08,2025-08-01,OP,1000000,DESPESA,"R$4270,87",4.271,BRL,Atendimento de TI requisitado por OP,29,TED,PAGO,158bb200-3c19-4a30-8ba9-93beed6d8ee5,2025-09-05,ERP_CORPORATIVO,TRANSACOES_FINANCEIRAS,96,7a5c95d86533f5f305e83b2d15a5b09e8b6d02462ddab13331a8379777e132af
TR-00097,2025-08-25,2025-08-01,FIN,1000000,DESPESA,"R$ 4.541,40",4541,BRL,Manutenção estrutural vinculada à área FIN,3,TRANSFERENCIA,PAGO,158bb200-3c19-4a30-8ba9-93beed6d8ee5,2025-09-05,ERP_CORPORATIVO,TRANSACOES_FINANCEIRAS,97,b7db373d7dff8e61d1ded0b82d0f0be7044b71d1d402077da289bde724a4520f
TR-00098,19/08/2025,2025-08-01,COMP,1000000,DESPESA,3.737,"3.737,26",BRL,Prestação de serviço para área COMP,1,TRANSFERENCIA,PAGO,158bb200-3c19-4a30-8ba9-93beed6d8ee5,2025-09-05,ERP_CORPORATIVO,TRANSACOES_FINANCEIRAS,98,168898af1be07774c6d59c2da3b8bf873ebeb2e86ad9676c1e8aae7cb2cf8938
TR-00356,22-08-2025,2025-08-01,TI,FORN-00003,DESPESA,"R$ 2.321,35",2321,BRL,Honorarium advocatício - TI,24,TED,PAGO,158bb200-3c19-4a30-8ba9-93beed6d8ee5,2025-09-05,ERP_CORPORATIVO,TRANSACOES_FINANCEIRAS,356,23940f5f128cf13a8f4917cd65362149f8a1b4b2566938b9a6964e23dfc5473e
TR-00357,2025-08-05,2025-08-01,COM,FORN-00003,RECEITA,2039.48,2.011,BRL,Compra de insumos para setor COM,2,PIX,PAGO,158bb200-3c19-4a30-8ba9-93beed6d8ee5,2025-09-05,ERP_CORPORATIVO,TRANSACOES_FINANCEIRAS,357,b2f37dff8ba7be8e4f688e16c5d386240633f5ca9b8550130cdf8982396de291
TR-00358,25-08-2025,2025-08-01,PES,FORN-00003,DESPESA,1.845,1.845,BRL,Estorno de receita - PES,39,PIX,PAGO,158bb200-3c19-4a30-8ba9-93beed6d8ee5,2025-09-05,ERP_CORPORATIVO,TRANSACOES_FINANCEIRAS,358,23bd419a782852270cee7e72a1520795e06c9b384b171358ac499ad975e8b0f5
TR-00359,Aug 11 2025,2025-08-01,MKT,FORN-00003,RECEITA,1950,1.911,BRL,Despesa de RH - MKT,6,PIX,PAGO,158bb200-3c19-4a30-8ba9-93beed6d8ee5,2025-09-05,ERP_CORPORATIVO,TRANSACOES_FINANCEIRAS,359,492b648644b2ffdd36d849e169d531eec8103024ec88446eb42ad4a4308ad2cd
TR-00360,08-18-2025,2025-08-01,MKT,FORN-00003,DESPESA,"2.573,00","R$ 2.573,00",BRL,Resultado de equivalência patrimonial - MKT,34,PIX,PAGO,158bb200-3c19-4a30-8ba9-93beed6d8ee5,2025-09-05,ERP_CORPORATIVO,TRANSACOES_FINANCEIRAS,360,75f9303f75a26be9b05e4a6b43c7510a0f607d2467e39574e56969882d9d0ce6
TR-00361,2025-08-15,2025-08-01,OP,FORN-00003,RECEITA,1349,"1.302,12",BRL,Estorno de receita - OP,39,CARTAO,PAGO,158bb200-3c19-4a30-8ba9-93beed6d8ee5,2025-09-05,ERP_CORPORATIVO,TRANSACOES_FINANCEIRAS,361,761577f9197103f790097656fe9ddd193049ef446cb1dc853a3ffd888b9cfdd2
TR-00362,12/08/2025,2025-08-01,COM,FORN-00003,DESPESA,5.230,"R$5230,12",BRL,Recebimento de subvenção - COM,36,TED,PAGO,158bb200-3c19-4a30-8ba9-93beed6d8ee5,2025-09-05,ERP_CORPORATIVO,TRANSACOES_FINANCEIRAS,362,069de16894addfc7345019e9dea1c9c13e86d4be6dff71baf714ab8c1f4db318
