id_transacao_raw,data_transacao,data_competencia,id_area_raw,id_fornecedor_raw,tipo_transacao,valor_bruto,valor_liquido,moeda,descricao,id_categoria_raw,forma_pagamento,status_pagamento,ingestion_id,ingestion_ts,source_system,source_entity,row_seq,raw_row_hash
TR-00001,2024-10-14,2024-10-01,JUR,1000000,RECEITA,3966.09744121124,3966.09744121124,BRL,Contrato de SaaS vinculado a JUR,27,BOLETO,PAGO,cd84a39c-feaa-44f3-8973-81bec6fbb53e,2024-11-05,ERP_CORPORATIVO,TRANSACOES_FINANCEIRAS,1,9538001de96c0061e5acac032133efab09ae901645b45d0d3330b595e9d3b2ea
TR-00002,2024-10-09,2024-10-01,COM,1000000,DESPESA,4475.940331928621,4475.940331928621,BRL,Reparo de frota vinculado à área COM,17,TED,PAGO,cd84a39c-feaa-44f3-8973-81bec6fbb53e,2024-11-05,ERP_CORPORATIVO,TRANSACOES_FINANCEIRAS,2,b003cbc49d0741f183bee6c2248e42ef6f06cc8f691c01ef4892b1e76b9484c4
TR-00003,2024-10-09,2024-10-01,SEC,1000000,DESPESA,4101.4667809765815,4101.4667809765815,BRL,Manutenção preventiva de veículos - SEC,17,PIX,PAGO,cd84a39c-feaa-44f3-8973-81bec6fbb53e,2024-11-05,ERP_CORPORATIVO,TRANSACOES_FINANCEIRAS,3,7d003a0a801a617846358da2c6f9262cfb3f730feba67776417a2e83bacc6e76
TR-00004,2024-10-14,2024-10-01,ADM,1000000,DESPESA,4421.324443857155,4421.324443857155,BRL,Campanha institucional - ADM,4,PIX,PAGO,cd84a39c-feaa-44f3-8973-81bec6fbb53e,2024-11-05,ERP_CORPORATIVO,TRANSACOES_FINANCEIRAS,4,2e377f0388e5baf0e7e7bce8d70deab9283498f60155b7bfecc3c47aac1fc1ea
TR-00005,2024-10-10,2024-10-01,JUR,1000000,RECEITA,3718.02071498334,3718.02071498334,BRL,Serviço especializado solicitado por JUR,1,BOLETO,PAGO,cd84a39c-feaa-44f3-8973-81bec6fbb53e,2024-11-05,ERP_CORPORATIVO,TRANSACOES_FINANCEIRAS,5,ee9129b8e94eb0714bfd6fe4809871702cd8767dc649fc3e0210c62c9a2bbe32
TR-00006,2024-10-07,2024-10-01,ESG,1000000,RECEITA,3534.2523299216246,3534.2523299216246,BRL,Contrato de serviço - setor ESG,1,PIX,ATRASADO,cd84a39c-feaa-44f3-8973-81bec6fbb53e,2024-11-05,ERP_CORPORATIVO,TRANSACOES_FINANCEIRAS,6,b4ec99da5b2a1cb3b962316353fb78fd7d382ec1116cec5d1f385731d00e500d
TR-00007,2024-10-24,2024-10-01,CTB,1000000,RECEITA,3862.3297473382736,3791.6177688132652,BRL,Contrato de serviço - setor CTB,1,BOLETO,CANCELADO,cd84a39c-feaa-44f3-8973-81bec6fbb53e,2024-11-05,ERP_CORPORATIVO,TRANSACOES_FINANCEIRAS,7,37f60a17ce54d4f450525d57b782d6de4e8dbb34fccb281a330aeed8795858a7
TR-00554,2024-10-07,2024-10-01,FIN,1000004,DESPESA,2840.5509772632745,2840.5509772632745,BRL,Despesa jurídica da área FIN,24,BOLETO,CANCELADO,cd84a39c-feaa-44f3-8973-81bec6fbb53e,2024-11-05,ERP_CORPORATIVO,TRANSACOES_FINANCEIRAS,554,4b768c7cccf514cef5bbf81540fb99d303a7d49d4edb4428e55620ba520443bc
TR-00555,2024-10-15,2024-10-01,LOG,1000004,DESPESA,3436.2104548930356,3436.2104548930356,BRL,Reparo e conservação de instalações - LOG,10,BOLETO,PAGO,cd84a39c-feaa-44f3-8973-81bec6fbb53e,2024-11-05,ERP_CORPORATIVO,TRANSACOES_FINANCEIRAS,555,89c32056c33b83424e71b182fffa162e27a639a0067dc38e6b048ae8c1aee381
TR-00556,2024-10-24,2024-10-01,JUR,1000004,RECEITA,3220.6227877005995,3220.6227877005995,USD,Serviço de tecnologia contratado por JUR,5,TRANSFERENCIA,PAGO,cd84a39c-feaa-44f3-8973-81bec6fbb53e,2024-11-05,ERP_CORPORATIVO,TRANSACOES_FINANCEIRAS,556,5feed3aba86d6efd5eeac38e5510b6f3565ace56fddf59821f62a7ef8450eafd
TR-00557,2024-10-15,2024-10-01,ESG,1000004,DESPESA,3042.202371078049,3042.202371078049,BRL,Licenciamento de software - ESG,5,BOLETO,PAGO,cd84a39c-feaa-44f3-8973-81bec6fbb53e,2024-11-05,ERP_CORPORATIVO,TRANSACOES_FINANCEIRAS,557,bf26f860de9421e3b709e7c822c7bf2feff005c9a9c8ef6d00bdb42f1a840bf8
